cpu,memory,disk,network_in,network_out,label
50.98,49.47,37.2,2.39,193.07,0
25.48,62.04,38.51,226.53,30.99,0
31.59,41.02,33.04,573.55,205.91,0
66.08,10.0,35.38,258.61,1096.57,0
52.12,42.32,53.56,415.24,215.27,0
49.82,52.91,37.97,183.01,337.5,0
40.28,44.97,21.52,346.3,353.11,0
51.91,44.23,42.03,1525.58,56.8,0
20.61,38.4,41.64,64.95,12.67,0
32.4,38.26,30.32,1859.1,418.33,0
27.76,64.56,38.17,50.7,31.13,0
42.86,48.86,50.24,1390.98,421.48,0
62.54,53.26,42.51,544.64,371.98,0
45.54,39.41,30.23,2001.29,543.84,0
43.92,31.54,43.05,1805.29,556.39,0
37.52,56.47,38.66,18.57,511.32,0
53.89,20.03,54.83,308.32,174.71,0
32.01,53.35,41.87,3387.56,894.54,0
17.92,63.18,50.55,1665.51,171.66,0
24.51,62.23,45.46,592.74,10.28,0
49.46,46.73,47.85,163.87,19.59,0
61.6,46.51,38.3,4000.0,191.68,0
52.34,52.51,36.0,774.67,280.29,0
43.9,42.85,51.31,199.02,732.49,0
40.2,29.38,39.22,17.46,902.04,0
56.09,56.38,54.79,1019.07,259.36,0
42.58,46.52,39.53,1028.66,57.15,0
23.47,28.0,45.34,759.31,215.92,0
24.92,27.33,23.18,681.39,778.74,0
44.9,40.87,27.92,127.06,147.74,0
39.05,47.04,45.05,76.0,243.8,0
36.41,40.71,48.25,193.96,126.8,0
53.14,61.27,51.38,146.54,41.98,0
28.8,42.55,46.46,398.1,238.89,0
56.76,50.65,31.55,486.28,160.56,0
68.47,57.26,34.09,562.6,143.69,0
23.05,41.66,27.87,33.89,602.47,0
35.3,29.76,52.98,1025.98,1017.05,0
60.83,25.14,40.12,1249.92,368.89,0
32.6,37.77,29.1,73.12,43.23,0
47.21,30.06,26.82,1898.32,418.56,0
32.11,65.21,41.0,1024.53,500.49,0
30.44,52.35,37.95,1192.18,814.77,0
54.47,47.24,40.83,862.45,105.3,0
40.37,30.09,32.26,47.93,744.38,0
51.52,30.67,26.69,2045.74,385.98,0
55.98,64.1,33.14,1150.65,514.67,0
35.27,52.28,42.15,1140.98,733.38,0
24.4,57.75,21.25,688.2,93.32,0
75.0,38.41,49.94,458.66,437.91,0
19.71,52.96,49.68,915.17,332.26,0
38.02,62.95,38.19,3046.54,158.24,0
30.8,53.29,42.3,104.46,19.35,0
48.83,20.7,30.92,293.62,543.33,0
39.46,46.4,55.38,2866.6,232.48,0
36.28,47.47,49.61,1034.82,201.33,0
28.93,50.07,42.86,2696.59,9.37,0
31.21,55.57,37.97,890.64,950.86,0
47.38,95.16,46.17,2266.62,77.0,1
33.82,99.97,36.49,1085.64,583.66,1
44.22,46.59,43.34,2331.15,456.08,0
48.86,36.76,55.46,299.04,86.75,0
46.8,61.94,41.66,532.41,138.99,0
34.53,60.63,37.68,748.84,679.87,0
44.67,53.45,30.35,677.09,39.73,0
59.09,38.95,39.28,748.9,93.53,0
48.11,40.33,31.46,540.67,62.67,0
31.29,30.51,65.0,784.71,116.82,0
39.5,60.25,54.19,1187.94,107.07,0
61.02,32.29,33.64,402.04,345.67,0
34.0,49.02,38.53,218.2,752.58,0
36.76,18.63,53.3,606.35,729.29,0
52.5,40.71,38.96,1259.51,1430.08,0
36.73,46.07,37.99,1051.4,61.86,0
39.26,49.3,27.2,1401.89,9.81,0
42.63,56.86,42.61,1180.52,74.04,0
33.77,57.28,65.0,3051.84,126.39,0
19.33,70.0,39.99,920.78,1312.0,0
61.18,66.56,39.69,923.12,285.59,0
52.44,41.29,40.19,170.15,211.67,0
40.7,40.34,22.95,1092.19,205.16,0
62.94,55.38,41.06,595.27,674.89,0
31.97,38.34,39.2,30.03,393.39,0
39.72,61.19,33.37,2087.44,23.74,0
57.38,43.9,42.83,93.45,72.73,0
49.37,92.82,28.96,677.29,433.14,1
27.3,39.81,41.15,48.33,427.52,0
36.21,45.76,59.85,35.63,272.56,0
39.53,45.89,65.0,1045.75,331.6,0
50.89,41.09,37.37,384.93,289.6,0
66.92,33.24,20.5,1037.37,138.88,0
52.24,13.58,43.48,1321.89,1154.02,0
36.95,50.63,49.04,1112.98,398.38,0
61.31,40.83,37.29,1245.55,404.13,0
35.81,58.3,43.24,200.26,1393.32,0
19.08,46.45,32.94,1726.0,701.24,0
44.74,55.83,55.87,1772.52,14.54,0
45.01,64.83,55.43,455.74,501.79,0
32.89,31.87,52.72,672.67,366.72,0
22.69,41.28,37.74,422.31,1458.41,0
52.16,67.16,29.85,755.24,265.95,0
34.96,54.44,42.74,429.74,212.83,0
37.72,46.76,48.04,1206.02,216.55,0
41.1,32.91,28.09,897.2,83.86,0
44.67,40.64,49.96,193.54,347.39,0
38.05,47.57,37.74,106.42,556.41,0
48.02,32.4,45.52,454.94,443.79,0
36.06,54.87,45.14,170.93,414.3,0
50.06,70.0,53.45,4000.0,22.45,0
33.95,57.08,44.18,38.31,299.12,0
38.79,63.45,19.76,1377.16,39.55,0
19.42,58.43,42.38,312.92,194.45,0
46.56,45.96,45.89,943.59,914.93,0
24.6,46.94,26.38,86.46,49.05,0
48.66,69.43,43.54,525.77,229.27,0
40.32,49.03,23.27,43.69,365.68,0
49.77,47.83,42.19,2506.52,1105.74,0
50.45,56.36,46.33,1430.65,1731.94,0
43.14,31.12,25.96,106.1,287.16,0
25.03,38.82,39.23,297.27,140.57,0
44.2,35.22,47.61,314.42,83.78,0
38.81,34.76,55.1,1488.94,234.81,0
56.75,56.44,55.53,327.73,274.76,0
91.95,40.88,45.34,386.51,156.21,1
23.92,44.24,33.98,1632.32,653.54,0
39.75,57.32,52.99,1010.43,341.2,0
32.79,24.59,49.23,281.57,206.85,0
22.25,56.2,41.67,295.67,112.02,0
89.4,90.79,82.94,6566.81,3375.55,1
63.26,22.14,33.11,242.22,225.66,0
26.17,43.76,33.35,135.45,384.2,0
6.82,45.52,45.14,3613.29,208.74,0
19.4,27.07,28.61,554.03,15.35,0
36.39,41.69,42.11,112.36,1004.9,0
52.79,33.16,32.77,571.96,326.62,0
24.76,41.76,35.64,10.49,94.58,0
57.16,35.17,53.35,568.1,128.11,0
52.5,41.31,57.56,1409.73,76.93,0
39.08,34.11,34.36,571.96,331.43,0
39.3,51.92,33.02,460.98,29.43,0
20.2,54.86,33.35,214.77,165.56,0
89.91,33.08,45.29,306.78,272.92,1
54.35,57.23,36.53,4000.0,418.03,0
96.01,51.53,41.97,866.21,1115.27,1
53.08,44.59,31.48,445.97,199.01,0
96.72,66.99,46.71,2190.94,316.86,1
22.84,56.14,39.78,2721.7,99.53,0
97.58,40.37,46.15,268.95,257.66,1
46.36,56.57,53.08,209.45,17.83,0
57.92,53.32,21.56,710.02,129.4,0
25.91,38.8,41.34,1217.44,54.3,0
36.26,64.64,28.26,265.1,482.42,0
52.74,41.84,35.38,4000.0,324.66,0
44.89,40.87,36.99,345.8,122.19,0
61.21,57.56,48.21,330.61,754.54,0
25.88,22.9,30.75,101.36,302.66,0
70.85,27.18,47.52,105.22,968.71,0
36.56,70.0,47.21,1864.38,80.43,0
39.85,90.57,52.19,41.42,17.6,1
33.25,54.27,46.49,85.86,172.47,0
15.8,60.29,37.45,3659.94,648.89,0
55.22,46.19,25.45,877.12,78.23,0
27.31,35.32,48.25,565.41,9.38,0
91.97,99.18,82.67,6940.64,3256.91,1
45.02,36.63,32.05,1478.8,44.95,0
35.54,39.19,28.35,297.21,260.87,0
49.61,30.39,51.79,1247.63,200.09,0
35.46,39.66,32.76,1138.76,33.62,0
23.05,65.04,41.84,192.95,772.37,0
45.2,36.38,38.01,553.82,308.28,0
64.21,67.42,43.63,2638.86,1092.32,0
52.96,98.07,42.93,459.89,154.47,1
87.62,87.61,97.59,7400.56,4299.79,1
5.0,37.99,27.28,163.8,2.42,0
47.63,36.93,26.16,229.59,236.64,0
54.63,39.91,25.6,305.66,126.32,0
99.54,43.77,34.52,40.83,436.39,1
56.29,39.84,33.59,39.77,317.22,0
49.06,56.36,31.27,377.27,87.74,0
86.51,86.72,88.28,7164.75,2430.11,1
27.42,50.99,55.12,342.23,658.94,0
31.11,41.41,59.38,501.17,235.71,0
62.51,28.96,28.23,429.91,774.73,0
38.87,40.85,29.81,2763.95,108.14,0
38.45,50.76,57.1,255.35,97.08,0
71.13,70.0,51.87,190.06,185.45,0
44.45,57.88,59.29,80.33,716.45,0
45.25,35.45,37.72,247.06,38.18,0
20.8,29.15,28.83,250.84,325.55,0
34.77,63.58,48.89,435.76,108.78,0
38.91,47.57,29.17,43.84,778.29,0
64.22,39.91,25.13,1142.6,135.97,0
21.69,19.75,55.58,15.78,190.94,0
53.82,27.35,37.34,407.09,762.04,0
5.0,24.54,20.69,637.87,80.52,0
40.06,92.78,39.18,1477.52,61.59,1
20.37,45.39,51.58,59.72,323.53,0
8.07,34.31,32.53,464.02,83.54,0
31.54,56.5,42.27,1561.15,38.77,0
42.84,34.24,46.7,1887.73,369.55,0
40.96,39.85,33.37,1642.07,372.95,0
48.74,40.47,47.42,66.62,59.76,0
58.35,61.37,56.13,43.99,114.76,0
69.38,32.1,31.68,202.22,317.1,0
32.84,23.93,48.22,739.16,494.14,0
50.03,34.71,44.35,162.25,142.94,0
54.94,51.26,43.8,29.84,181.86,0
40.1,36.31,43.84,705.8,172.52,0
21.23,36.06,61.49,422.38,760.99,0
64.5,63.36,50.61,669.48,21.66,0
34.46,38.47,42.52,283.03,51.39,0
61.28,43.94,57.08,656.49,600.47,0
33.56,54.89,36.52,813.5,195.98,0
65.5,67.22,40.24,803.29,206.89,0
98.21,50.48,32.46,183.79,226.65,1
18.03,24.66,44.33,17.91,965.64,0
41.54,21.25,32.37,538.5,137.66,0
53.3,44.0,48.16,2264.64,680.28,0
86.12,83.26,78.16,6461.45,3742.29,1
52.2,47.26,48.11,240.22,0.44,0
53.53,32.29,53.86,219.42,287.91,0
29.84,61.42,35.29,165.93,39.74,0
34.11,41.58,53.23,263.87,490.2,0
31.53,33.23,41.68,31.87,1075.9,0
40.86,29.59,39.65,2007.53,99.22,0
21.61,55.35,38.86,129.16,235.66,0
48.37,40.16,41.7,252.97,309.05,0
43.93,65.81,22.58,870.44,987.61,0
47.67,21.7,34.01,826.35,377.17,0
56.11,68.79,41.54,368.53,196.75,0
33.76,43.64,65.0,958.06,63.9,0
25.56,43.99,47.02,1276.3,2000.0,0
42.63,56.82,40.03,48.99,11.04,0
19.41,35.52,54.38,560.44,502.46,0
28.6,52.88,45.63,1475.93,100.51,0
42.37,45.98,41.93,148.06,686.54,0
50.45,60.22,50.99,415.28,416.91,0
43.59,36.39,33.88,13.48,394.14,0
32.29,48.84,36.6,990.59,19.22,0
66.33,45.26,25.67,22.09,430.89,0
45.8,41.42,37.91,363.88,657.85,0
97.58,94.2,95.13,5154.31,3618.78,1
32.11,59.05,43.69,916.88,412.2,0
62.99,46.37,32.69,76.54,27.31,0
60.59,33.83,26.06,149.9,473.21,0
36.34,35.37,41.8,746.39,295.62,0
22.31,29.25,47.26,2191.26,371.08,0
30.75,20.14,30.5,928.95,40.02,0
50.62,50.31,34.49,2073.14,125.12,0
43.91,55.25,40.01,273.17,7.14,0
41.14,37.73,24.63,1700.38,227.61,0
41.01,42.77,53.61,379.89,6.87,0
5.0,40.39,43.47,2577.24,29.27,0
34.7,49.05,56.79,101.44,410.95,0
38.12,52.48,33.24,1226.96,36.13,0
40.7,59.29,47.39,0.41,551.1,0
48.37,52.19,37.19,2794.4,661.23,0
34.38,26.76,53.07,1418.24,243.06,0
56.92,33.03,45.86,133.06,10.91,0
50.25,39.94,55.26,869.19,64.97,0
50.03,53.49,42.74,1123.33,2000.0,0
69.47,44.56,27.33,387.63,639.83,0
57.41,58.17,44.53,124.06,149.14,0
44.93,51.06,26.18,91.31,119.81,0
44.61,37.46,37.31,416.71,929.19,0
27.31,53.68,28.51,1234.24,851.18,0
63.79,57.32,50.42,35.87,261.83,0
28.5,41.26,50.57,2678.84,914.4,0
29.5,58.08,33.13,463.9,69.69,0
54.31,42.9,46.69,1604.18,1599.23,0
28.0,49.76,23.93,680.91,576.13,0
35.18,40.22,47.27,1742.95,223.9,0
45.84,53.01,36.09,15.52,885.87,0
33.35,35.15,27.1,440.08,158.88,0
72.16,48.69,25.1,280.61,268.47,0
30.82,30.84,29.49,2130.15,1506.03,0
25.32,41.68,48.84,1870.83,18.38,0
32.76,48.52,34.5,34.69,76.58,0
38.09,49.04,49.26,1442.65,131.5,0
55.09,26.56,38.52,444.11,885.48,0
25.28,44.53,47.69,714.13,50.27,0
39.51,45.09,49.5,939.99,76.01,0
96.31,98.11,85.82,6683.93,2758.26,1
46.93,32.32,46.07,21.14,204.11,0
95.05,52.15,39.69,62.22,219.76,1
40.01,50.03,53.48,198.51,404.49,0
47.7,20.83,39.65,1886.42,692.3,0
41.14,61.01,42.25,55.67,184.04,0
23.54,23.78,54.59,316.06,650.46,0
49.31,53.38,40.75,363.73,1575.49,0
75.0,57.7,33.49,93.77,276.45,0
46.3,48.97,40.55,1307.76,574.27,0
44.79,48.34,47.18,843.64,632.99,0
60.28,49.91,43.52,2126.63,406.6,0
19.76,14.89,35.43,1035.18,1296.39,0
32.54,94.99,41.57,159.67,903.91,1
50.69,27.07,31.5,447.24,223.08,0
27.77,17.93,21.6,69.62,217.96,0
59.19,70.0,46.37,782.66,110.17,0
57.88,41.0,37.57,633.33,10.55,0
38.86,42.04,43.71,64.92,177.0,0
11.38,44.6,40.12,870.13,432.84,0
30.31,31.55,44.69,31.07,743.97,0
23.78,50.14,49.62,36.72,673.01,0
44.25,23.93,36.96,415.13,485.92,0
29.73,32.53,43.1,287.82,591.12,0
42.68,24.75,33.04,265.69,503.32,0
46.59,52.62,46.23,643.1,50.36,0
45.7,50.49,32.59,19.79,289.97,0
48.15,37.06,41.46,250.98,422.95,0
30.06,54.04,21.08,4000.0,145.92,0
16.97,46.29,29.97,1675.41,30.64,0
9.67,37.18,55.08,1093.31,565.71,0
43.11,49.58,26.72,587.47,1332.21,0
45.33,62.88,45.88,1133.57,376.08,0
39.92,56.27,49.23,705.72,50.57,0
19.5,43.13,64.81,345.67,779.48,0
41.29,56.94,51.67,562.47,222.56,0
23.11,55.64,45.95,67.73,764.78,0
37.1,55.59,40.94,536.28,218.46,0
21.48,36.25,36.69,57.58,1516.42,0
56.9,46.0,42.35,1784.3,70.17,0
10.76,49.5,40.0,481.81,881.07,0
16.04,36.32,34.03,165.86,665.66,0
28.4,64.07,57.65,73.83,305.52,0
9.74,37.67,33.35,483.58,917.44,0
55.9,32.58,34.98,1224.47,146.71,0
57.14,26.01,32.47,3194.23,0.68,0
37.9,89.76,30.58,154.46,258.17,1
46.66,23.65,35.89,670.53,185.15,0
33.45,37.9,36.29,962.1,377.04,0
32.28,38.81,47.23,402.27,44.62,0
38.83,70.0,30.83,935.25,120.54,0
36.53,20.36,35.17,816.52,264.23,0
42.95,45.42,32.52,740.86,89.66,0
47.23,65.94,32.2,299.94,196.59,0
45.41,54.61,41.07,1371.29,674.07,0
45.21,37.09,41.48,712.75,6.5,0
7.06,49.07,48.55,79.17,2000.0,0
13.36,52.36,50.25,2406.64,611.95,0
44.07,23.84,38.46,2878.34,875.65,0
63.02,52.88,39.15,403.02,316.65,0
61.41,20.13,32.7,1183.93,18.54,0
63.0,53.24,59.22,1034.43,609.24,0
40.49,61.03,36.61,1.32,85.2,0
49.77,30.3,36.5,310.72,530.11,0
32.37,33.81,16.64,710.57,242.13,0
32.68,57.36,45.04,36.32,273.7,0
49.49,53.37,48.79,1818.13,131.68,0
28.21,37.87,33.55,1236.72,254.04,0
46.48,28.67,40.91,439.32,1158.4,0
88.88,36.35,27.67,93.16,16.93,1
36.96,54.82,42.71,449.68,156.91,0
47.19,53.23,40.47,436.39,14.41,0
30.35,49.37,40.34,438.27,491.31,0
27.94,42.34,39.06,843.49,360.51,0
36.9,70.0,53.39,2761.64,371.57,0
41.11,37.64,41.79,488.55,111.93,0
64.23,56.23,19.38,2720.65,1489.99,0
33.98,27.03,46.46,1486.61,1534.66,0
34.0,49.57,42.88,476.86,256.15,0
43.25,51.07,28.02,3858.3,1130.41,0
19.18,30.73,40.41,705.33,109.23,0
20.19,42.46,38.5,41.85,359.36,0
37.63,60.29,48.02,1418.71,616.12,0
53.51,32.07,41.42,784.78,229.94,0
37.86,58.8,32.5,1172.48,231.38,0
44.9,39.28,45.88,1954.48,192.96,0
53.73,44.8,30.32,2214.11,77.13,0
42.5,53.65,36.19,307.01,482.8,0
14.97,39.9,45.74,308.34,90.24,0
89.8,41.52,40.93,1089.51,1232.08,1
50.39,44.86,64.85,696.68,970.31,0
44.82,46.08,56.78,188.7,26.24,0
53.99,41.38,41.25,62.53,478.25,0
33.35,25.72,42.2,12.69,571.29,0
42.94,20.88,32.56,453.19,474.95,0
31.44,23.42,32.3,36.13,174.24,0
41.38,49.01,43.59,422.83,1144.1,0
20.05,45.18,33.37,8.62,867.67,0
58.74,70.0,26.88,1077.38,161.49,0
99.43,87.17,80.35,7004.05,3297.72,1
54.91,45.55,41.66,371.32,835.64,0
27.12,38.78,44.08,2832.15,410.76,0
7.71,54.68,41.22,764.22,1807.46,0
48.31,58.63,40.22,106.38,10.48,0
46.94,54.24,27.96,616.87,666.0,0
17.54,54.28,45.57,52.21,394.7,0
24.12,51.7,31.42,606.93,139.47,0
40.13,45.23,46.12,839.13,224.75,0
42.1,45.53,46.67,126.19,341.47,0
15.89,59.24,20.13,488.99,1039.6,0
49.68,42.87,30.46,612.0,631.81,0
20.2,46.23,50.9,1855.33,251.22,0
90.41,47.06,44.22,185.72,130.24,1
37.73,37.04,42.57,240.32,469.53,0
37.58,49.8,31.42,688.56,586.3,0
43.91,49.01,36.89,140.02,367.21,0
32.21,26.91,30.28,378.5,328.62,0
35.12,23.21,44.56,242.86,526.13,0
53.19,36.79,33.56,2266.14,1236.56,0
13.72,70.0,31.84,398.27,641.4,0
56.89,40.59,31.75,62.65,309.88,0
50.1,46.49,36.18,2039.77,1994.94,0
95.84,54.77,52.4,547.16,24.76,1
44.7,35.86,51.52,486.17,325.05,0
26.55,38.29,35.42,2014.55,189.09,0
94.75,36.03,40.05,861.87,346.41,1
34.49,41.88,30.57,893.72,27.08,0
57.19,67.18,32.12,886.46,60.59,0
34.76,34.39,64.46,334.7,87.53,0
93.12,52.35,41.37,83.44,88.26,1
40.06,54.56,43.47,1799.07,285.3,0
23.94,42.59,47.37,215.77,195.4,0
41.73,39.55,55.05,47.45,117.37,0
43.92,55.37,45.67,816.97,79.6,0
44.62,39.85,49.85,793.51,99.89,0
29.43,45.7,35.79,34.95,133.21,0
20.62,46.09,33.71,528.31,124.9,0
21.03,48.75,37.13,1969.17,200.78,0
24.44,43.46,25.13,2856.08,99.42,0
38.32,21.39,37.32,665.43,324.15,0
11.95,10.0,41.34,375.33,1043.97,0
7.43,58.64,40.62,460.57,681.44,0
38.84,40.02,46.4,645.51,603.52,0
36.72,38.21,44.52,2818.06,799.86,0
92.27,51.18,27.62,441.98,323.48,1
29.36,52.32,31.41,401.33,17.67,0
23.21,31.51,23.05,2807.96,459.24,0
39.96,43.08,16.42,1024.91,1009.03,0
46.55,68.8,20.53,1244.42,17.13,0
40.61,60.77,35.44,433.86,275.61,0
45.53,44.16,30.73,134.82,509.04,0
32.07,35.81,36.11,281.39,98.12,0
23.02,89.55,38.63,1731.03,62.92,1
20.32,28.09,38.67,2629.98,195.56,0
56.36,40.87,39.7,35.07,9.76,0
20.81,33.09,41.43,504.57,17.83,0
27.88,33.26,56.02,1495.41,218.98,0
38.99,32.24,45.49,966.6,160.76,0
44.64,42.19,39.62,294.68,565.02,0
47.55,42.45,34.78,863.32,43.85,0
29.47,40.21,44.5,610.21,9.81,0
27.54,43.3,28.69,854.93,471.73,0
34.23,39.88,27.19,426.53,1980.22,0
37.2,56.71,59.83,1098.7,257.17,0
59.93,50.23,24.55,1194.49,860.72,0
26.53,40.14,49.39,365.8,639.48,0
58.4,51.98,30.52,1107.42,293.15,0
27.24,48.93,54.71,538.62,24.07,0
50.8,54.76,26.9,512.69,902.72,0
25.06,40.7,45.33,104.9,810.33,0
31.25,40.47,33.42,795.5,283.89,0
27.66,54.58,56.71,250.14,248.92,0
66.56,44.04,55.79,589.75,69.02,0
47.59,95.76,35.59,310.33,1623.17,1
41.33,30.32,51.85,738.85,644.46,0
66.33,30.72,43.98,43.96,142.25,0
18.97,44.16,23.92,382.57,1349.35,0
93.13,57.38,36.18,992.33,96.63,1
49.05,40.09,34.7,1360.5,0.05,0
55.98,41.82,57.05,541.0,897.75,0
50.78,51.05,29.2,1584.44,1308.68,0
72.36,38.82,25.7,1248.62,214.08,0
38.45,61.4,36.89,143.63,500.53,0
95.27,85.45,86.76,7588.51,4267.03,1
39.47,58.87,43.29,684.45,279.25,0
70.94,40.23,37.9,2383.15,624.87,0
28.72,61.79,34.48,114.37,695.13,0
42.29,91.21,49.25,1893.52,251.79,1
90.13,39.62,28.73,2560.0,262.34,1
58.57,48.74,21.3,477.45,1174.12,0
35.19,39.6,56.35,560.53,230.83,0
32.66,53.07,35.18,351.61,37.57,0
92.48,92.33,86.91,5393.8,4212.36,1
35.84,33.33,41.62,547.04,416.68,0
48.12,28.75,55.54,465.86,191.27,0
12.73,32.39,35.49,1782.58,1369.08,0
39.79,39.49,44.82,1123.64,697.69,0
46.58,44.11,59.6,423.68,417.51,0
25.5,68.9,35.94,638.79,724.98,0
38.39,37.46,34.68,2106.49,231.56,0
60.44,41.31,53.15,618.92,300.93,0
52.75,61.04,55.62,722.3,290.28,0
13.4,29.01,52.74,1351.38,208.14,0
31.23,12.06,28.13,1961.95,422.45,0
46.66,42.98,34.95,2455.62,535.5,0
34.99,26.32,37.27,626.13,646.06,0
65.04,38.29,33.99,84.44,1045.54,0
17.55,29.31,53.35,69.88,311.13,0
65.56,58.99,44.82,672.95,10.8,0
30.19,36.98,15.0,876.95,756.95,0
55.63,58.84,55.58,473.76,596.41,0
52.59,47.42,33.11,135.05,64.77,0
43.35,49.43,28.78,4000.0,1225.71,0
27.72,48.99,37.33,44.31,116.6,0
57.6,46.37,42.46,42.27,158.28,0
89.29,36.52,40.41,446.31,135.21,1
51.52,98.48,29.06,1443.92,250.1,1
39.6,47.16,40.41,10.97,521.69,0
18.9,26.55,35.69,279.64,142.28,0
31.35,18.86,45.79,1059.75,474.55,0
21.15,32.29,41.07,1800.15,361.64,0
56.56,39.18,51.63,568.52,183.43,0
61.55,48.23,45.4,23.24,606.42,0
47.39,38.46,37.93,139.94,60.08,0
47.95,59.69,40.69,337.33,250.23,0
54.53,36.53,28.61,1163.33,56.58,0
41.04,23.69,50.36,3554.97,359.54,0
46.11,21.58,62.37,561.54,1188.66,0
38.55,35.96,34.16,533.47,1434.99,0
54.12,33.78,54.64,403.72,721.96,0
26.7,97.96,40.93,333.21,120.8,1
58.35,38.29,25.43,698.45,106.11,0
23.04,20.41,40.21,1590.27,133.24,0
58.26,45.37,40.17,1695.86,76.19,0
62.15,28.86,38.13,1800.61,472.86,0
15.54,45.11,42.32,1504.24,785.9,0
39.18,58.4,40.18,2961.81,549.59,0
47.1,60.13,40.0,25.65,11.08,0
44.83,46.57,32.68,497.17,688.03,0
40.62,26.64,38.47,1168.7,106.05,0
42.8,59.43,38.15,546.03,460.96,0
51.9,26.17,50.21,980.58,662.86,0
58.74,33.14,29.63,148.36,215.62,0
46.8,45.42,51.63,649.05,827.68,0
6.43,29.16,43.07,727.32,197.5,0
16.24,43.48,34.38,1219.95,170.65,0
19.64,53.42,34.12,64.78,95.77,0
27.69,45.19,38.98,250.71,359.35,0
45.69,61.98,46.12,876.8,254.55,0
95.3,19.81,32.69,1005.82,785.01,1
48.5,27.02,42.41,851.51,3.24,0
32.54,63.82,20.21,1999.14,212.06,0
35.97,53.05,41.1,607.44,133.78,0
41.67,51.98,31.82,4000.0,7.8,0
21.28,35.18,44.01,353.37,406.07,0
37.83,23.67,21.21,27.75,175.69,0
42.2,27.8,27.49,1768.85,275.33,0
48.15,46.03,45.25,1991.63,88.83,0
30.44,39.39,24.91,517.08,312.75,0
33.76,46.03,39.36,60.38,33.92,0
92.85,84.73,89.66,4302.61,2276.66,1
36.68,61.23,39.18,1773.88,334.3,0
33.31,69.65,62.63,56.93,688.96,0
47.13,47.78,24.85,775.23,198.57,0
34.04,44.77,56.35,2272.42,659.29,0
39.25,58.88,37.6,159.48,225.24,0
43.58,42.19,46.04,644.63,128.16,0
18.0,64.2,38.0,206.47,594.54,0
43.61,31.82,21.87,265.38,187.56,0
45.0,49.59,48.35,579.37,908.35,0
40.06,27.82,49.95,185.31,563.22,0
42.57,24.69,37.83,647.55,78.0,0
44.35,32.45,35.62,726.96,4.47,0
60.65,45.73,43.9,756.03,858.77,0
53.34,46.81,51.67,41.69,37.48,0
52.99,52.85,45.16,663.46,86.28,0
42.56,44.46,45.16,751.37,220.07,0
14.03,48.37,44.38,2467.46,162.56,0
37.77,28.77,34.0,558.11,677.68,0
49.34,45.08,50.45,724.18,2.28,0
42.72,28.4,34.56,505.73,258.87,0
39.11,35.65,48.95,418.31,1306.44,0
36.3,33.01,45.2,524.48,516.94,0
36.12,36.66,53.07,32.38,1522.4,0
56.29,59.37,33.04,1089.32,899.59,0
48.15,67.41,38.79,875.53,85.69,0
39.48,47.21,56.45,504.0,432.48,0
55.49,58.14,39.33,579.58,306.25,0
35.82,38.81,49.19,769.87,1263.69,0
17.21,36.2,22.58,827.7,930.16,0
55.14,42.32,56.24,2078.74,63.13,0
15.89,48.5,33.88,1184.49,24.99,0
41.09,42.81,26.68,2628.29,937.95,0
27.67,32.35,35.49,73.77,151.48,0
22.07,34.01,33.73,1209.1,63.18,0
60.62,45.7,44.86,1577.48,608.43,0
48.6,28.91,30.37,714.62,151.46,0
36.44,58.82,29.95,2125.61,521.48,0
41.74,34.19,43.65,33.67,1554.58,0
38.08,68.52,51.06,82.6,185.26,0
47.83,48.57,28.78,537.54,279.58,0
43.64,42.3,44.27,1009.95,96.33,0
25.61,54.68,30.84,844.69,484.13,0
18.66,56.32,50.27,1104.52,767.37,0
39.42,32.1,39.88,183.2,706.84,0
43.17,48.48,27.62,117.49,414.61,0
44.36,61.29,40.48,316.52,256.82,0
40.45,37.21,52.23,756.23,70.94,0
72.56,70.0,38.12,687.97,858.9,0
54.31,88.9,25.76,2080.14,1421.08,1
35.74,53.72,27.78,4000.0,475.67,0
29.26,57.26,34.7,584.44,493.81,0
24.98,95.39,36.78,793.37,647.68,1
5.0,15.15,41.01,54.83,288.5,0
25.39,51.41,54.75,676.89,528.81,0
47.55,50.11,42.82,1904.49,908.37,0
46.03,33.87,27.57,406.48,68.53,0
49.14,53.9,35.01,1606.52,138.69,0
20.73,38.07,44.02,17.75,83.31,0
40.29,42.45,31.34,214.88,626.82,0
47.67,33.15,42.8,882.05,630.83,0
52.59,47.04,42.96,2025.68,375.24,0
18.89,18.59,53.98,814.46,235.26,0
61.53,51.44,43.49,453.23,355.22,0
50.06,64.35,38.66,733.09,875.61,0
26.12,56.67,35.83,673.06,9.45,0
46.74,45.72,39.64,461.15,1297.77,0
19.74,32.12,37.73,4000.0,203.14,0
27.41,46.65,36.58,556.67,196.13,0
40.21,57.12,54.34,95.21,504.46,0
51.02,33.26,41.36,2979.79,39.27,0
43.41,48.07,53.01,920.34,234.83,0
26.96,46.23,38.5,178.56,298.12,0
37.63,46.82,36.68,267.89,168.69,0
36.43,38.78,46.13,2239.6,13.09,0
61.65,45.02,25.65,1011.91,112.18,0
19.49,52.7,33.65,72.87,74.05,0
48.95,29.07,32.52,352.72,422.48,0
17.04,41.12,35.1,132.95,530.48,0
22.0,49.96,42.82,79.76,43.41,0
39.28,59.51,52.86,999.64,643.49,0
